node,node_idx,window_idx,score,threshold
YARN6----hyg-gx-0323.odata.ncmp.unicom.local,14,736,0.12922267043541946,0.0884352021379422
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,750,0.1875068761055026,0.08806215523495144
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,751,0.243451343872687,0.08810344615857754
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,771,0.4120235320449713,0.08645480584452896
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,772,0.23114577394161312,0.08645480584452896
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,775,0.3962150380608811,0.08693492693011268
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,776,0.2683716126087214,0.08693492693011268
YARN6----hyg-gx-0091.odata.ncmp.unicom.local,4,782,0.10440613897436878,0.08709475226459276
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,792,0.10073693388467155,0.0864699764247786
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,793,0.21195532486556917,0.0864699764247786
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,794,0.5169738735447983,0.0864699764247786
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,795,0.4258703910841615,0.08718865692881947
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,796,0.6366359406136766,0.08718865692881947
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,797,0.3589153177507133,0.08718865692881947
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,798,0.25563185784023096,0.08838141776624878
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,801,0.2114845463651336,0.08844271902426108
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,804,1.0,0.08844271902426108
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,805,0.42138428256884924,0.08887553119583227
YARN6----hyg-gx-0121.odata.ncmp.unicom.local,5,806,0.12926604946933035,0.08887553119583227
YARN6----hyg-gx-0229.odata.ncmp.unicom.local,9,836,0.09931703979579,0.08774236995655643
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,837,0.22590866688796443,0.08774236995655643
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,838,0.1284872545802358,0.088223543531363
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,839,0.24581077513110441,0.088223543531363
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,840,0.14018213324107753,0.088223543531363
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,847,0.430971980079161,0.08852515119572804
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,848,0.5000303290298933,0.08861468612838688
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,897,0.30758215648176185,0.08570498895189343
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,898,0.24129911890538774,0.08572846434902837
YARN6----hyg-gx-0180.odata.ncmp.unicom.local,8,907,0.13941000537338255,0.0854963054680984
YARN6----hyg-gx-0061.odata.ncmp.unicom.local,3,915,0.12441095879689251,0.08520691703301679
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,918,0.1693093319300555,0.0852075628265848
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,919,0.4121352539657021,0.0852075628265848
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,920,0.17821243285717703,0.0852075628265848
YARN6----hyg-gx-0041.odata.ncmp.unicom.local,2,930,0.10342950318398006,0.08534445924965353
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,933,0.11219563429868017,0.08532315270393641
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,937,0.5660021232214517,0.08531227741018063
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,938,0.34363740821050076,0.08540702432554895
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,939,0.3219977558411471,0.08540702432554895
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,940,0.41893782498376086,0.08540702432554895
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,941,0.6951346744634681,0.08607042754281946
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,942,0.5146120595166026,0.08607042754281946
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,943,0.12341485057003743,0.08607042754281946
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,945,0.09287184479464533,0.08669017243163457
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,947,0.3064315469376927,0.08669017243163457
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,948,0.6608980914929312,0.0868955004623383
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,949,0.18987433934946407,0.0868955004623383
YARN6----hyg-gx-0004.odata.ncmp.unicom.local,0,957,0.08710943957444174,0.08703036030128519
YARN6----hyg-gx-0061.odata.ncmp.unicom.local,3,968,0.10141685171793283,0.08643303154040047
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,981,0.1688665943693288,0.08603980327356613
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,982,0.21862004239499733,0.08603980327356613
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,983,0.16860647796518657,0.08603980327356613
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,984,0.13975448129563595,0.08603980327356613
YARN6----hyg-gx-0239.odata.ncmp.unicom.local,10,987,0.13655726187119574,0.08656344983556374
YARN6----hyg-gx-0239.odata.ncmp.unicom.local,10,988,0.1146452952100268,0.08656344983556374
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,990,0.3910596394967161,0.08656344983556374
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,991,0.5490135743396083,0.08700779855376216
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,992,0.27471492447692836,0.08700779855376216
YARN6----hyg-gx-0061.odata.ncmp.unicom.local,3,1036,0.10708233659390919,0.08495706109106108
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1042,0.37721151806294134,0.08479769024640181
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1043,0.3314351652761706,0.08479769024640181
YARN6----hyg-gx-0303.odata.ncmp.unicom.local,13,1047,0.15439295641891984,0.08492537003587586
YARN6----hyg-gx-0141.odata.ncmp.unicom.local,6,1057,0.08637575162184566,0.0848608304901462
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1061,0.17322960363271714,0.08473896864588626
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1062,0.10509580880579555,0.08473896864588626
YARN6----hyg-gx-0180.odata.ncmp.unicom.local,8,1064,0.09440634064190366,0.08488695846592693
